fmun;ano;mes;regiao;roubo_veiculo;furto_veiculos;trafico_drogas;recuperacao_veiculos
Barra do Piraí;2023;6;Interior;2;2;20;0
Barra Mansa;2023;6;Interior;2;5;20;3
Belford Roxo;2023;6;Baixada Fluminense;126;39;7;50
Bom Jardim;2023;6;Interior;0;0;2;0
Bom Jesus do Itabapoana;2023;6;Interior;0;4;8;3
Cabo Frio;2023;6;Interior;5;9;36;4
Cachoeiras de Macacu;2023;6;Interior;1;0;3;1
Cambuci;2023;6;Interior;0;1;0;0
Carapebus;2023;6;Interior;1;0;1;0
Comendador Levy Gasparian;2023;6;Interior;0;0;0;0
Campos dos Goytacazes;2023;6;Interior;7;18;30;20
Cantagalo;2023;6;Interior;0;1;1;0
Cardoso Moreira;2023;6;Interior;0;0;1;0
Carmo;2023;6;Interior;0;0;0;0
Casimiro de Abreu;2023;6;Interior;0;2;7;2
Conceição de Macabu;2023;6;Interior;0;2;1;0
Cordeiro;2023;6;Interior;0;0;3;0
Duas Barras;2023;6;Interior;0;0;1;1
Duque de Caxias;2023;6;Baixada Fluminense;251;83;14;179
Engenheiro Paulo de Frontin;2023;6;Interior;0;0;1;0
Guapimirim;2023;6;Baixada Fluminense;3;3;2;0
Iguaba Grande;2023;6;Interior;1;2;0;0
Itaboraí;2023;6;Interior;21;17;9;18
Itaguaí;2023;6;Baixada Fluminense;7;5;3;7
Italva;2023;6;Interior;0;0;0;0
Itaocara;2023;6;Interior;0;0;1;1
Itaperuna;2023;6;Interior;0;0;14;0
Itatiaia;2023;6;Interior;0;0;3;0
Japeri;2023;6;Baixada Fluminense;1;1;0;7
Laje do Muriaé;2023;6;Interior;0;0;2;1
Macaé;2023;6;Interior;4;13;25;8
Macuco;2023;6;Interior;0;0;1;0
Magé;2023;6;Baixada Fluminense;10;32;7;6
Mangaratiba;2023;6;Interior;0;4;3;2
Maricá;2023;6;Grande Niterói;5;26;3;13
Mendes;2023;6;Interior;0;1;3;1
Mesquita;2023;6;Baixada Fluminense;14;19;6;11
Miguel Pereira;2023;6;Interior;0;0;2;0
Miracema;2023;6;Interior;0;0;6;2
Natividade;2023;6;Interior;0;0;2;1
Nilópolis;2023;6;Baixada Fluminense;12;16;2;2
Niterói;2023;6;Grande Niterói;24;65;9;25
Nova Friburgo;2023;6;Interior;0;8;33;2
Nova Iguaçu;2023;6;Baixada Fluminense;117;92;8;45
Paracambi;2023;6;Baixada Fluminense;0;3;3;0
Paraíba do Sul;2023;6;Interior;0;1;10;0
Paraty;2023;6;Interior;0;1;7;2
Paty do Alferes;2023;6;Interior;0;0;5;1
Petrópolis;2023;6;Interior;1;3;36;6
Pinheiral;2023;6;Interior;0;0;6;0
Piraí;2023;6;Interior;0;0;4;0
Porciúncula;2023;6;Interior;0;0;2;0
Porto Real;2023;6;Interior;0;0;2;1
Quatis;2023;6;Interior;0;0;1;0
Queimados;2023;6;Baixada Fluminense;9;7;1;2
Quissamã;2023;6;Interior;0;0;5;1
Resende;2023;6;Interior;1;4;35;6
Rio Bonito;2023;6;Interior;0;6;7;2
Rio Claro;2023;6;Interior;0;0;0;0
Rio das Flores;2023;6;Interior;0;0;0;0
Rio das Ostras;2023;6;Interior;2;14;28;6
Rio de Janeiro;2023;6;Capital;944;614;137;673
Santa Maria Madalena;2023;6;Interior;0;0;0;0
Santo Antônio de Pádua;2023;6;Interior;0;0;6;0
São Francisco de Itabapoana;2023;6;Interior;0;2;18;0
São Fidélis;2023;6;Interior;0;1;1;0
São Gonçalo;2023;6;Grande Niterói;104;100;19;97
São João da Barra;2023;6;Interior;0;2;8;0
São João de Meriti;2023;6;Baixada Fluminense;109;57;15;56
São José de Ubá;2023;6;Interior;0;0;0;0
São José do Vale do Rio Preto;2023;6;Interior;0;0;1;0
São Pedro da Aldeia;2023;6;Interior;1;7;12;3
São Sebastião do Alto;2023;6;Interior;0;1;0;0
Sapucaia;2023;6;Interior;1;1;0;1
Saquarema;2023;6;Interior;3;5;4;4
Seropédica;2023;6;Baixada Fluminense;6;3;1;7
Silva Jardim;2023;6;Interior;0;0;1;0
Sumidouro;2023;6;Interior;0;1;0;1
Tanguá;2023;6;Interior;2;1;7;3
Teresópolis;2023;6;Interior;0;6;13;3
Trajano de Moraes;2023;6;Interior;0;0;1;0
Três Rios;2023;6;Interior;1;1;23;3
Valença;2023;6;Interior;0;1;15;0
Varre-Sai;2023;6;Interior;0;0;0;0
Vassouras;2023;6;Interior;1;0;7;0
Volta Redonda;2023;6;Interior;3;7;28;12
Angra dos Reis;2023;7;Interior;1;4;16;15
Aperibé;2023;7;Interior;0;0;0;0
Araruama;2023;7;Interior;4;11;18;6
Areal;2023;7;Interior;0;0;0;0
Armação dos Búzios;2023;7;Interior;0;3;7;2
Arraial do Cabo;2023;7;Interior;0;2;10;2
Barra do Piraí;2023;7;Interior;1;2;14;1
Barra Mansa;2023;7;Interior;0;2;19;5
Belford Roxo;2023;7;Baixada Fluminense;105;35;11;41
Bom Jardim;2023;7;Interior;0;0;2;0
Bom Jesus do Itabapoana;2023;7;Interior;0;2;3;1
Cabo Frio;2023;7;Interior;4;9;30;8
Cachoeiras de Macacu;2023;7;Interior;0;2;0;1
Cambuci;2023;7;Interior;0;1;1;0
Carapebus;2023;7;Interior;0;0;0;0
Comendador Levy Gasparian;2023;7;Interior;1;1;1;1
Campos dos Goytacazes;2023;7;Interior;3;13;35;12
Cantagalo;2023;7;Interior;0;0;0;0
Cardoso Moreira;2023;7;Interior;0;0;2;1
Carmo;2023;7;Interior;0;0;1;0
Casimiro de Abreu;2023;7;Interior;1;1;3;2
Conceição de Macabu;2023;7;Interior;1;1;2;0
Cordeiro;2023;7;Interior;0;1;3;1
Duas Barras;2023;7;Interior;0;0;2;0
Duque de Caxias;2023;7;Baixada Fluminense;155;71;14;100
Engenheiro Paulo de Frontin;2023;7;Interior;0;0;0;1
Guapimirim;2023;7;Baixada Fluminense;4;2;6;1
Iguaba Grande;2023;7;Interior;0;2;0;0
Itaboraí;2023;7;Interior;6;18;11;8
Itaguaí;2023;7;Baixada Fluminense;1;9;3;13
Italva;2023;7;Interior;0;1;2;0
Itaocara;2023;7;Interior;0;3;0;0
Itaperuna;2023;7;Interior;0;1;18;2
Itatiaia;2023;7;Interior;0;2;3;1
Japeri;2023;7;Baixada Fluminense;7;4;5;2
Laje do Muriaé;2023;7;Interior;0;0;0;0
Macaé;2023;7;Interior;2;9;23;4
Macuco;2023;7;Interior;0;0;0;0
Magé;2023;7;Baixada Fluminense;5;21;11;13
Mangaratiba;2023;7;Interior;0;5;3;1
Maricá;2023;7;Grande Niterói;2;16;3;7
Mendes;2023;7;Interior;0;0;2;0
Mesquita;2023;7;Baixada Fluminense;20;20;5;8
Miguel Pereira;2023;7;Interior;0;0;7;0
Miracema;2023;7;Interior;0;1;6;0
Natividade;2023;7;Interior;0;0;1;0
Nilópolis;2023;7;Baixada Fluminense;8;21;2;10
Niterói;2023;7;Grande Niterói;11;45;29;19
Nova Friburgo;2023;7;Interior;1;4;25;4
Nova Iguaçu;2023;7;Baixada Fluminense;101;81;11;57
Paracambi;2023;7;Baixada Fluminense;0;2;1;0
Paraíba do Sul;2023;7;Interior;0;0;7;2
Paraty;2023;7;Interior;0;2;12;1
Paty do Alferes;2023;7;Interior;0;0;4;1
Petrópolis;2023;7;Interior;0;4;40;9
Pinheiral;2023;7;Interior;1;0;2;0
Piraí;2023;7;Interior;0;0;4;1
Porciúncula;2023;7;Interior;0;0;2;1
Porto Real;2023;7;Interior;0;0;3;0
Quatis;2023;7;Interior;0;0;3;0
Queimados;2023;7;Baixada Fluminense;5;12;1;6
Quissamã;2023;7;Interior;0;0;4;0
Resende;2023;7;Interior;1;3;28;1
Rio Bonito;2023;7;Interior;0;7;11;2
Rio Claro;2023;7;Interior;0;1;1;0
Rio das Flores;2023;7;Interior;0;0;0;0
Rio das Ostras;2023;7;Interior;0;8;17;5
Rio de Janeiro;2023;7;Capital;582;572;118;539
Santa Maria Madalena;2023;7;Interior;0;0;0;0
Santo Antônio de Pádua;2023;7;Interior;0;0;7;0
São Francisco de Itabapoana;2023;7;Interior;0;3;14;1
São Fidélis;2023;7;Interior;0;0;5;0
São Gonçalo;2023;7;Grande Niterói;56;89;24;36
São João da Barra;2023;7;Interior;1;0;7;0
São João de Meriti;2023;7;Baixada Fluminense;64;43;15;50
São José de Ubá;2023;7;Interior;0;0;0;1
São José do Vale do Rio Preto;2023;7;Interior;0;0;5;0
São Pedro da Aldeia;2023;7;Interior;1;4;8;5
São Sebastião do Alto;2023;7;Interior;0;0;0;0
Sapucaia;2023;7;Interior;0;1;3;1
Saquarema;2023;7;Interior;0;3;4;2
Seropédica;2023;7;Baixada Fluminense;2;4;3;6
Silva Jardim;2023;7;Interior;1;1;2;0
Sumidouro;2023;7;Interior;0;0;0;0
Tanguá;2023;7;Interior;0;0;1;0
Teresópolis;2023;7;Interior;0;3;27;5
Trajano de Moraes;2023;7;Interior;0;0;0;0
Três Rios;2023;7;Interior;1;2;17;3
Valença;2023;7;Interior;0;1;11;1
Varre-Sai;2023;7;Interior;0;0;1;0
Vassouras;2023;7;Interior;0;0;4;0
Volta Redonda;2023;7;Interior;6;7;28;8
Angra dos Reis;2023;8;Interior;3;2;17;5
Aperibé;2023;8;Interior;0;0;0;0
Araruama;2023;8;Interior;6;5;9;2
Areal;2023;8;Interior;0;1;3;0
Armação dos Búzios;2023;8;Interior;0;0;2;0
Arraial do Cabo;2023;8;Interior;0;0;7;0
Barra do Piraí;2023;8;Interior;0;0;19;1
Barra Mansa;2023;8;Interior;1;3;8;2
Belford Roxo;2023;8;Baixada Fluminense;98;36;9;50
Bom Jardim;2023;8;Interior;0;0;1;0
Bom Jesus do Itabapoana;2023;8;Interior;0;0;10;0
Cabo Frio;2023;8;Interior;3;7;22;10
Cachoeiras de Macacu;2023;8;Interior;0;3;6;1
Cambuci;2023;8;Interior;0;0;1;0
Carapebus;2023;8;Interior;0;1;0;0
Comendador Levy Gasparian;2023;8;Interior;0;0;1;0
Campos dos Goytacazes;2023;8;Interior;8;16;40;6
Cantagalo;2023;8;Interior;0;0;0;2
Cardoso Moreira;2023;8;Interior;0;0;7;0
Carmo;2023;8;Interior;0;0;3;0
Casimiro de Abreu;2023;8;Interior;0;1;7;1
Conceição de Macabu;2023;8;Interior;0;0;2;0
Cordeiro;2023;8;Interior;0;0;0;0
Duas Barras;2023;8;Interior;0;0;0;0
Duque de Caxias;2023;8;Baixada Fluminense;186;80;11;120
Engenheiro Paulo de Frontin;2023;8;Interior;0;0;1;1
Guapimirim;2023;8;Baixada Fluminense;0;3;3;5
Iguaba Grande;2023;8;Interior;2;2;0;2
Itaboraí;2023;8;Interior;8;10;10;9
Itaguaí;2023;8;Baixada Fluminense;5;5;0;12
Italva;2023;8;Interior;0;0;1;0
Itaocara;2023;8;Interior;0;0;1;0
Itaperuna;2023;8;Interior;1;2;17;1
Itatiaia;2023;8;Interior;0;1;5;0
Japeri;2023;8;Baixada Fluminense;5;7;6;11
Laje do Muriaé;2023;8;Interior;0;0;0;0
Macaé;2023;8;Interior;5;16;25;8
Macuco;2023;8;Interior;0;0;0;0
Magé;2023;8;Baixada Fluminense;5;15;2;11
Mangaratiba;2023;8;Interior;0;6;4;0
Maricá;2023;8;Grande Niterói;0;8;7;2
Mendes;2023;8;Interior;0;1;0;1
Mesquita;2023;8;Baixada Fluminense;20;28;2;11
Miguel Pereira;2023;8;Interior;0;0;4;0
Miracema;2023;8;Interior;0;0;3;0
Natividade;2023;8;Interior;0;1;3;0
Nilópolis;2023;8;Baixada Fluminense;11;16;3;6
Niterói;2023;8;Grande Niterói;12;45;11;23
Nova Friburgo;2023;8;Interior;0;4;26;4
Nova Iguaçu;2023;8;Baixada Fluminense;123;90;8;49
Paracambi;2023;8;Baixada Fluminense;0;0;11;0
Paraíba do Sul;2023;8;Interior;0;1;7;2
Paraty;2023;8;Interior;1;1;10;1
Paty do Alferes;2023;8;Interior;0;1;2;1
Petrópolis;2023;8;Interior;0;2;37;7
Pinheiral;2023;8;Interior;0;0;5;0
Piraí;2023;8;Interior;0;0;5;1
Porciúncula;2023;8;Interior;0;0;0;0
Porto Real;2023;8;Interior;0;0;3;1
Quatis;2023;8;Interior;0;0;2;0
Queimados;2023;8;Baixada Fluminense;16;14;1;8
Quissamã;2023;8;Interior;1;0;9;0
Resende;2023;8;Interior;0;2;14;1
Rio Bonito;2023;8;Interior;1;3;3;3
Rio Claro;2023;8;Interior;0;1;0;0
Rio das Flores;2023;8;Interior;0;0;0;0
Rio das Ostras;2023;8;Interior;2;8;27;5
Rio de Janeiro;2023;8;Capital;767;689;104;518
Santa Maria Madalena;2023;8;Interior;0;0;0;0
Santo Antônio de Pádua;2023;8;Interior;0;0;4;1
São Francisco de Itabapoana;2023;8;Interior;3;1;4;3
São Fidélis;2023;8;Interior;0;0;4;1
São Gonçalo;2023;8;Grande Niterói;46;96;16;38
São João da Barra;2023;8;Interior;1;0;8;0
São João de Meriti;2023;8;Baixada Fluminense;71;47;13;42
São José de Ubá;2023;8;Interior;0;0;0;0
São José do Vale do Rio Preto;2023;8;Interior;0;0;1;0
São Pedro da Aldeia;2023;8;Interior;3;4;7;4
São Sebastião do Alto;2023;8;Interior;0;0;0;0
Sapucaia;2023;8;Interior;0;2;1;0
Saquarema;2023;8;Interior;1;2;9;3
Seropédica;2023;8;Baixada Fluminense;6;6;4;6
Silva Jardim;2023;8;Interior;0;2;2;0
Sumidouro;2023;8;Interior;0;1;0;1
Tanguá;2023;8;Interior;0;3;4;3
Teresópolis;2023;8;Interior;0;2;24;5
Trajano de Moraes;2023;8;Interior;0;2;1;0
Três Rios;2023;8;Interior;0;4;17;4
Valença;2023;8;Interior;0;1;11;2
Varre-Sai;2023;8;Interior;0;0;0;0
Vassouras;2023;8;Interior;0;0;11;0
Volta Redonda;2023;8;Interior;7;2;13;5
Angra dos Reis;2023;9;Interior;3;6;17;0
Aperibé;2023;9;Interior;0;2;0;0
Araruama;2023;9;Interior;5;5;13;5
Areal;2023;9;Interior;0;0;0;0
Armação dos Búzios;2023;9;Interior;2;1;4;2
Arraial do Cabo;2023;9;Interior;0;2;1;0
Barra do Piraí;2023;9;Interior;0;1;20;3
Barra Mansa;2023;9;Interior;1;2;13;3
Belford Roxo;2023;9;Baixada Fluminense;137;31;7;48
Bom Jardim;2023;9;Interior;0;1;2;1
Bom Jesus do Itabapoana;2023;9;Interior;0;2;3;0
Cabo Frio;2023;9;Interior;2;7;13;7
Cachoeiras de Macacu;2023;9;Interior;1;1;4;0
Cambuci;2023;9;Interior;0;1;0;2
Carapebus;2023;9;Interior;1;1;1;0
Comendador Levy Gasparian;2023;9;Interior;0;0;0;0
Campos dos Goytacazes;2023;9;Interior;6;17;57;10
Cantagalo;2023;9;Interior;0;0;1;0
Cardoso Moreira;2023;9;Interior;0;0;2;1
Carmo;2023;9;Interior;0;0;2;0
Casimiro de Abreu;2023;9;Interior;0;1;3;0
Conceição de Macabu;2023;9;Interior;0;0;0;0
Cordeiro;2023;9;Interior;0;0;0;0
Duas Barras;2023;9;Interior;0;0;0;0
Duque de Caxias;2023;9;Baixada Fluminense;221;74;14;105
Engenheiro Paulo de Frontin;2023;9;Interior;0;0;0;0
Guapimirim;2023;9;Baixada Fluminense;4;2;0;2
Iguaba Grande;2023;9;Interior;2;0;5;1
Itaboraí;2023;9;Interior;19;24;4;10
Itaguaí;2023;9;Baixada Fluminense;6;12;3;13
Italva;2023;9;Interior;0;0;0;0
Itaocara;2023;9;Interior;0;0;2;0
Itaperuna;2023;9;Interior;0;4;13;2
Itatiaia;2023;9;Interior;0;0;6;0
Japeri;2023;9;Baixada Fluminense;1;1;1;2
Laje do Muriaé;2023;9;Interior;0;0;3;0
Macaé;2023;9;Interior;1;6;22;6
Macuco;2023;9;Interior;0;1;0;2
Magé;2023;9;Baixada Fluminense;15;25;4;11
Mangaratiba;2023;9;Interior;1;16;2;1
Maricá;2023;9;Grande Niterói;4;20;4;7
Mendes;2023;9;Interior;0;0;0;0
Mesquita;2023;9;Baixada Fluminense;26;7;0;11
Miguel Pereira;2023;9;Interior;0;0;3;1
Miracema;2023;9;Interior;0;0;8;0
Natividade;2023;9;Interior;0;0;1;0
Nilópolis;2023;9;Baixada Fluminense;15;13;1;5
Niterói;2023;9;Grande Niterói;14;46;14;16
Nova Friburgo;2023;9;Interior;0;6;24;1
Nova Iguaçu;2023;9;Baixada Fluminense;96;92;6;63
Paracambi;2023;9;Baixada Fluminense;0;2;3;0
Paraíba do Sul;2023;9;Interior;0;0;5;1
Paraty;2023;9;Interior;0;0;14;3
Paty do Alferes;2023;9;Interior;0;0;1;1
Petrópolis;2023;9;Interior;1;4;33;12
Pinheiral;2023;9;Interior;1;0;1;1
Piraí;2023;9;Interior;0;0;3;0
Porciúncula;2023;9;Interior;0;0;0;0
Porto Real;2023;9;Interior;0;0;4;0
Quatis;2023;9;Interior;0;0;0;0
Queimados;2023;9;Baixada Fluminense;2;13;1;4
Quissamã;2023;9;Interior;1;1;4;0
Resende;2023;9;Interior;0;2;18;3
Rio Bonito;2023;9;Interior;0;4;1;3
Rio Claro;2023;9;Interior;0;0;0;0
Rio das Flores;2023;9;Interior;0;0;0;0
Rio das Ostras;2023;9;Interior;1;8;29;6
Rio de Janeiro;2023;9;Capital;930;748;96;583
Santa Maria Madalena;2023;9;Interior;1;0;0;0
Santo Antônio de Pádua;2023;9;Interior;0;0;8;1
São Francisco de Itabapoana;2023;9;Interior;1;1;7;2
São Fidélis;2023;9;Interior;0;0;2;1
São Gonçalo;2023;9;Grande Niterói;74;91;16;41
São João da Barra;2023;9;Interior;1;1;6;1
São João de Meriti;2023;9;Baixada Fluminense;98;44;11;48
São José de Ubá;2023;9;Interior;1;0;0;0
São José do Vale do Rio Preto;2023;9;Interior;0;1;2;1
São Pedro da Aldeia;2023;9;Interior;3;6;7;4
São Sebastião do Alto;2023;9;Interior;0;0;0;0
Sapucaia;2023;9;Interior;0;1;0;0
Saquarema;2023;9;Interior;1;7;8;5
Seropédica;2023;9;Baixada Fluminense;5;5;1;6
Silva Jardim;2023;9;Interior;0;1;0;2
Sumidouro;2023;9;Interior;0;0;0;0
Tanguá;2023;9;Interior;1;0;2;0
Teresópolis;2023;9;Interior;0;4;19;5
Trajano de Moraes;2023;9;Interior;0;0;1;0
Três Rios;2023;9;Interior;0;1;13;2
Valença;2023;9;Interior;0;0;16;0
Varre-Sai;2023;9;Interior;0;1;0;1
Vassouras;2023;9;Interior;0;0;5;0
Volta Redonda;2023;9;Interior;3;4;34;7
Angra dos Reis;2023;10;Interior;0;2;27;0
Aperibé;2023;10;Interior;0;0;1;2
Araruama;2023;10;Interior;0;4;18;2
Areal;2023;10;Interior;0;0;3;0
Armação dos Búzios;2023;10;Interior;0;1;5;1
Arraial do Cabo;2023;10;Interior;0;1;4;3
Barra do Piraí;2023;10;Interior;0;3;21;3
Barra Mansa;2023;10;Interior;1;6;25;4
Belford Roxo;2023;10;Baixada Fluminense;133;33;9;52
Bom Jardim;2023;10;Interior;0;3;2;0
Bom Jesus do Itabapoana;2023;10;Interior;0;2;4;2
Cabo Frio;2023;10;Interior;3;16;25;11
Cachoeiras de Macacu;2023;10;Interior;0;2;10;0
Cambuci;2023;10;Interior;0;0;1;1
Carapebus;2023;10;Interior;0;0;1;0
Comendador Levy Gasparian;2023;10;Interior;0;0;0;0
Campos dos Goytacazes;2023;10;Interior;10;12;43;11
Cantagalo;2023;10;Interior;0;0;1;0
Cardoso Moreira;2023;10;Interior;0;0;5;0
Carmo;2023;10;Interior;0;0;2;0
Casimiro de Abreu;2023;10;Interior;1;2;2;1
Conceição de Macabu;2023;10;Interior;0;1;2;0
Cordeiro;2023;10;Interior;0;0;4;0
Duas Barras;2023;10;Interior;0;0;0;0
Duque de Caxias;2023;10;Baixada Fluminense;311;84;15;197
Engenheiro Paulo de Frontin;2023;10;Interior;0;1;0;0
Guapimirim;2023;10;Baixada Fluminense;1;0;1;4
Iguaba Grande;2023;10;Interior;0;2;2;0
Itaboraí;2023;10;Interior;29;20;17;19
Itaguaí;2023;10;Baixada Fluminense;7;8;0;11
Italva;2023;10;Interior;0;0;3;0
Itaocara;2023;10;Interior;0;2;2;0
Itaperuna;2023;10;Interior;0;1;13;3
Itatiaia;2023;10;Interior;0;0;1;1
Japeri;2023;10;Baixada Fluminense;1;2;1;5
Laje do Muriaé;2023;10;Interior;0;0;0;0
Macaé;2023;10;Interior;5;12;27;4
Macuco;2023;10;Interior;0;0;0;0
Magé;2023;10;Baixada Fluminense;12;18;3;7
Mangaratiba;2023;10;Interior;1;7;2;1
Maricá;2023;10;Grande Niterói;3;23;3;10
Mendes;2023;10;Interior;0;1;3;0
Mesquita;2023;10;Baixada Fluminense;28;18;12;15
Miguel Pereira;2023;10;Interior;0;0;6;0
Miracema;2023;10;Interior;0;0;8;0
Natividade;2023;10;Interior;0;0;0;0
Nilópolis;2023;10;Baixada Fluminense;31;20;4;18
Niterói;2023;10;Grande Niterói;17;47;11;21
Nova Friburgo;2023;10;Interior;0;1;24;8
Nova Iguaçu;2023;10;Baixada Fluminense;131;83;9;45
Paracambi;2023;10;Baixada Fluminense;1;0;3;0
Paraíba do Sul;2023;10;Interior;0;0;7;1
Paraty;2023;10;Interior;1;1;14;0
Paty do Alferes;2023;10;Interior;0;0;2;0
Petrópolis;2023;10;Interior;1;13;28;10
Pinheiral;2023;10;Interior;0;0;2;0
Piraí;2023;10;Interior;0;0;1;3
Porciúncula;2023;10;Interior;0;0;2;0
Porto Real;2023;10;Interior;0;0;1;0
Quatis;2023;10;Interior;0;0;0;0
Queimados;2023;10;Baixada Fluminense;4;17;3;4
Quissamã;2023;10;Interior;0;1;5;2
Resende;2023;10;Interior;0;4;13;2
Rio Bonito;2023;10;Interior;1;2;6;3
Rio Claro;2023;10;Interior;0;0;0;0
Rio das Flores;2023;10;Interior;0;0;0;0
Rio das Ostras;2023;10;Interior;4;6;18;8
Rio de Janeiro;2023;10;Capital;988;735;90;745
Santa Maria Madalena;2023;10;Interior;0;0;0;0
Santo Antônio de Pádua;2023;10;Interior;0;1;4;0
São Francisco de Itabapoana;2023;10;Interior;2;2;10;2
São Fidélis;2023;10;Interior;0;0;3;0
São Gonçalo;2023;10;Grande Niterói;74;82;22;46
São João da Barra;2023;10;Interior;0;0;3;1
São João de Meriti;2023;10;Baixada Fluminense;113;51;23;65
São José de Ubá;2023;10;Interior;0;0;0;0
São José do Vale do Rio Preto;2023;10;Interior;0;0;1;0
São Pedro da Aldeia;2023;10;Interior;3;3;11;3
São Sebastião do Alto;2023;10;Interior;0;0;0;0
Sapucaia;2023;10;Interior;1;0;2;0
Saquarema;2023;10;Interior;4;5;7;2
Seropédica;2023;10;Baixada Fluminense;6;7;1;4
Silva Jardim;2023;10;Interior;0;1;0;1
Sumidouro;2023;10;Interior;0;1;0;0
Tanguá;2023;10;Interior;2;2;0;0
Teresópolis;2023;10;Interior;0;11;11;4
Trajano de Moraes;2023;10;Interior;0;0;0;0
Três Rios;2023;10;Interior;0;1;15;1
Valença;2023;10;Interior;0;2;10;1
Varre-Sai;2023;10;Interior;0;0;0;0
Vassouras;2023;10;Interior;0;0;10;0
Volta Redonda;2023;10;Interior;5;8;27;3
Angra dos Reis;2023;11;Interior;0;1;19;1
Aperibé;2023;11;Interior;0;0;0;0
Araruama;2023;11;Interior;1;11;12;8
Areal;2023;11;Interior;0;0;0;0
Armação dos Búzios;2023;11;Interior;0;4;6;3
Arraial do Cabo;2023;11;Interior;0;0;8;0
Barra do Piraí;2023;11;Interior;0;0;13;1
Barra Mansa;2023;11;Interior;1;5;20;7
Belford Roxo;2023;11;Baixada Fluminense;137;32;13;54
Bom Jardim;2023;11;Interior;0;0;2;0
Bom Jesus do Itabapoana;2023;11;Interior;0;0;8;0
Cabo Frio;2023;11;Interior;5;19;34;7
Cachoeiras de Macacu;2023;11;Interior;1;1;7;2
Cambuci;2023;11;Interior;0;0;2;0
Carapebus;2023;11;Interior;0;1;2;0
Comendador Levy Gasparian;2023;11;Interior;0;0;0;0
Campos dos Goytacazes;2023;11;Interior;7;11;34;10
Cantagalo;2023;11;Interior;0;0;1;0
Cardoso Moreira;2023;11;Interior;0;0;4;0
Carmo;2023;11;Interior;0;0;2;0
Casimiro de Abreu;2023;11;Interior;0;0;2;1
Conceição de Macabu;2023;11;Interior;0;0;1;0
Cordeiro;2023;11;Interior;0;0;1;0
Duas Barras;2023;11;Interior;0;0;0;0
Duque de Caxias;2023;11;Baixada Fluminense;354;68;28;205
Engenheiro Paulo de Frontin;2023;11;Interior;0;1;1;0
Guapimirim;2023;11;Baixada Fluminense;0;4;2;1
Iguaba Grande;2023;11;Interior;1;1;1;2
Itaboraí;2023;11;Interior;16;13;9;9
Itaguaí;2023;11;Baixada Fluminense;18;13;6;12
Italva;2023;11;Interior;0;0;1;0
Itaocara;2023;11;Interior;0;1;0;1
Itaperuna;2023;11;Interior;1;0;18;1
Itatiaia;2023;11;Interior;0;1;5;1
Japeri;2023;11;Baixada Fluminense;1;1;2;1
Laje do Muriaé;2023;11;Interior;0;0;0;0
Macaé;2023;11;Interior;3;9;16;5
Macuco;2023;11;Interior;0;0;0;0
Magé;2023;11;Baixada Fluminense;9;23;7;4
Mangaratiba;2023;11;Interior;0;7;1;4
Maricá;2023;11;Grande Niterói;4;15;6;5
Mendes;2023;11;Interior;0;0;0;0
Mesquita;2023;11;Baixada Fluminense;20;10;10;16
Miguel Pereira;2023;11;Interior;0;0;3;1
Miracema;2023;11;Interior;0;0;5;0
Natividade;2023;11;Interior;0;0;1;0
Nilópolis;2023;11;Baixada Fluminense;14;26;2;9
Niterói;2023;11;Grande Niterói;22;43;17;24
Nova Friburgo;2023;11;Interior;0;3;25;2
Nova Iguaçu;2023;11;Baixada Fluminense;121;91;23;56
Paracambi;2023;11;Baixada Fluminense;2;0;5;0
Paraíba do Sul;2023;11;Interior;0;1;5;0
Paraty;2023;11;Interior;1;1;9;0
Paty do Alferes;2023;11;Interior;0;0;4;0
Petrópolis;2023;11;Interior;3;7;35;8
Pinheiral;2023;11;Interior;0;0;3;1
Piraí;2023;11;Interior;0;0;1;0
Porciúncula;2023;11;Interior;0;1;1;1
Porto Real;2023;11;Interior;1;1;2;0
Quatis;2023;11;Interior;0;0;1;0
Queimados;2023;11;Baixada Fluminense;4;9;3;5
Quissamã;2023;11;Interior;0;0;2;0
Resende;2023;11;Interior;0;2;18;3
Rio Bonito;2023;11;Interior;1;4;5;3
Rio Claro;2023;11;Interior;0;3;2;0
Rio das Flores;2023;11;Interior;0;0;1;0
Rio das Ostras;2023;11;Interior;3;7;17;9
Rio de Janeiro;2023;11;Capital;1251;740;111;661
Santa Maria Madalena;2023;11;Interior;0;0;0;0
Santo Antônio de Pádua;2023;11;Interior;1;0;1;0
São Francisco de Itabapoana;2023;11;Interior;2;0;7;4
São Fidélis;2023;11;Interior;0;1;7;0
São Gonçalo;2023;11;Grande Niterói;68;87;26;33
São João da Barra;2023;11;Interior;0;1;2;2
São João de Meriti;2023;11;Baixada Fluminense;117;46;27;57
São José de Ubá;2023;11;Interior;0;0;0;0
São José do Vale do Rio Preto;2023;11;Interior;0;0;1;0
São Pedro da Aldeia;2023;11;Interior;4;8;8;3
São Sebastião do Alto;2023;11;Interior;0;0;0;0
Sapucaia;2023;11;Interior;0;1;1;0
Saquarema;2023;11;Interior;2;4;2;2
Seropédica;2023;11;Baixada Fluminense;8;5;0;5
Silva Jardim;2023;11;Interior;1;0;2;0
Sumidouro;2023;11;Interior;0;1;0;1
Tanguá;2023;11;Interior;1;0;0;0
Teresópolis;2023;11;Interior;0;8;10;6
Trajano de Moraes;2023;11;Interior;0;1;4;0
